[2026-04-07 14:52:17 +0000] [7] [INFO] Starting gunicorn 23.0.0
[2026-04-07 14:52:17 +0000] [7] [INFO] Listening at: http://0.0.0.0:9000 (7)
[2026-04-07 14:52:17 +0000] [7] [INFO] Using worker: gthread
[2026-04-07 14:52:17 +0000] [8] [INFO] Booting worker with pid: 8
127.0.0.1 - - [07/Apr/2026:14:53:20 +0000] "GET /storage/v1/b/test-bucket/o?alt=json&delimiter=%2F&endOffset=&fields=nextPageToken%2Cprefixes%2Citems%28contentEncoding%2Ccrc32c%2Cname%2Csize%2Cgeneration%2Cmetageneration%2Cupdated%2Cmetadata%29&includeFoldersAsPrefixes=false&includeTrailingDelimiter=true&matchGlob=&maxResults=5000&pageToken=&prefix=StreamingWritesFailureTestv54au%2F&prettyPrint=false&projection=noAcl&startOffset=&versions=false HTTP/1.1" 200 321 "-" "gcsfuse/0.0.0 (Go version go1.26.1) (GPN:gcsfuse) (Cfg:0:0:0:1:0:0) (mount-id:test-bucket-224b6ad6)"
127.0.0.1 - - [07/Apr/2026:14:53:20 +0000] "GET /storage/v1/b/test-bucket/o/StreamingWritesFailureTestv54au%2Ffoo1%2F?alt=json&prettyPrint=false&projection=full HTTP/1.1" 404 196 "-" "gcsfuse/0.0.0 (Go version go1.26.1) (GPN:gcsfuse) (Cfg:0:0:0:1:0:0) (mount-id:test-bucket-224b6ad6)"
127.0.0.1 - - [07/Apr/2026:14:53:20 +0000] "GET /storage/v1/b/test-bucket/o/StreamingWritesFailureTestv54au%2Ffoo1?alt=json&prettyPrint=false&projection=full HTTP/1.1" 404 195 "-" "gcsfuse/0.0.0 (Go version go1.26.1) (GPN:gcsfuse) (Cfg:0:0:0:1:0:0) (mount-id:test-bucket-224b6ad6)"
127.0.0.1 - - [07/Apr/2026:14:53:21 +0000] "GET /storage/v1/b/test-bucket/o/StreamingWritesFailureTestv54au%2Ffoo1?alt=json&prettyPrint=false&projection=full HTTP/1.1" 404 195 "-" "google-api-go-client/0.5"
127.0.0.1 - - [07/Apr/2026:14:53:21 +0000] "POST /upload/storage/v1/b/test-bucket/o?alt=json&ifGenerationMatch=0&name=StreamingWritesFailureTestv54au%2Ffoo1&prettyPrint=false&projection=full&uploadType=resumable HTTP/1.1" 200 0 "-" "gcsfuse/0.0.0 (Go version go1.26.1) (GPN:gcsfuse) (Cfg:0:0:0:1:0:0) (mount-id:test-bucket-224b6ad6)"
127.0.0.1 - - [07/Apr/2026:14:53:21 +0000] "POST /upload/storage/v1/b/test-bucket/o?uploadType=resumable&upload_id=4c0b86c4b513a652b3301f7c9423cb31d62453b924e5204d6cbaa057c971c188 HTTP/1.1" 200 0 "-" "gcsfuse/0.0.0 (Go version go1.26.1) (GPN:gcsfuse) (Cfg:0:0:0:1:0:0) (mount-id:test-bucket-224b6ad6)"
127.0.0.1 - - [07/Apr/2026:14:53:21 +0000] "POST /retry_test HTTP/1.1" 200 143 "-" "Go-http-client/1.1"
127.0.0.1 - - [07/Apr/2026:14:53:21 +0000] "POST /upload/storage/v1/b/test-bucket/o?uploadType=resumable&upload_id=4c0b86c4b513a652b3301f7c9423cb31d62453b924e5204d6cbaa057c971c188 HTTP/1.1" 412 84 "-" "gcsfuse/0.0.0 (Go version go1.26.1) (GPN:gcsfuse) (Cfg:0:0:0:1:0:0) (mount-id:test-bucket-224b6ad6)"
127.0.0.1 - - [07/Apr/2026:14:53:21 +0000] "GET /storage/v1/b/test-bucket/o/StreamingWritesFailureTestv54au%2Ffoo1?alt=json&prettyPrint=false&projection=full HTTP/1.1" 404 195 "-" "google-api-go-client/0.5"
127.0.0.1 - - [07/Apr/2026:14:53:21 +0000] "POST /upload/storage/v1/b/test-bucket/o?alt=json&ifGenerationMatch=0&name=StreamingWritesFailureTestv54au%2Ffoo1&prettyPrint=false&projection=full&uploadType=resumable HTTP/1.1" 200 0 "-" "gcsfuse/0.0.0 (Go version go1.26.1) (GPN:gcsfuse) (Cfg:0:0:0:1:0:0) (mount-id:test-bucket-224b6ad6)"
127.0.0.1 - - [07/Apr/2026:14:53:21 +0000] "POST /upload/storage/v1/b/test-bucket/o?uploadType=resumable&upload_id=afb83b30e2f6c35941386fccfde67537dd1065276e639f3083369f6a8d876252 HTTP/1.1" 200 0 "-" "gcsfuse/0.0.0 (Go version go1.26.1) (GPN:gcsfuse) (Cfg:0:0:0:1:0:0) (mount-id:test-bucket-224b6ad6)"
127.0.0.1 - - [07/Apr/2026:14:53:21 +0000] "POST /upload/storage/v1/b/test-bucket/o?uploadType=resumable&upload_id=afb83b30e2f6c35941386fccfde67537dd1065276e639f3083369f6a8d876252 HTTP/1.1" 200 0 "-" "gcsfuse/0.0.0 (Go version go1.26.1) (GPN:gcsfuse) (Cfg:0:0:0:1:0:0) (mount-id:test-bucket-224b6ad6)"
127.0.0.1 - - [07/Apr/2026:14:53:21 +0000] "POST /upload/storage/v1/b/test-bucket/o?uploadType=resumable&upload_id=afb83b30e2f6c35941386fccfde67537dd1065276e639f3083369f6a8d876252 HTTP/1.1" 200 0 "-" "gcsfuse/0.0.0 (Go version go1.26.1) (GPN:gcsfuse) (Cfg:0:0:0:1:0:0) (mount-id:test-bucket-224b6ad6)"
127.0.0.1 - - [07/Apr/2026:14:53:21 +0000] "POST /upload/storage/v1/b/test-bucket/o?uploadType=resumable&upload_id=afb83b30e2f6c35941386fccfde67537dd1065276e639f3083369f6a8d876252 HTTP/1.1" 200 0 "-" "gcsfuse/0.0.0 (Go version go1.26.1) (GPN:gcsfuse) (Cfg:0:0:0:1:0:0) (mount-id:test-bucket-224b6ad6)"
127.0.0.1 - - [07/Apr/2026:14:53:21 +0000] "POST /upload/storage/v1/b/test-bucket/o?uploadType=resumable&upload_id=afb83b30e2f6c35941386fccfde67537dd1065276e639f3083369f6a8d876252 HTTP/1.1" 200 0 "-" "gcsfuse/0.0.0 (Go version go1.26.1) (GPN:gcsfuse) (Cfg:0:0:0:1:0:0) (mount-id:test-bucket-224b6ad6)"
127.0.0.1 - - [07/Apr/2026:14:53:21 +0000] "POST /upload/storage/v1/b/test-bucket/o?uploadType=resumable&upload_id=afb83b30e2f6c35941386fccfde67537dd1065276e639f3083369f6a8d876252 HTTP/1.1" 200 2388 "-" "gcsfuse/0.0.0 (Go version go1.26.1) (GPN:gcsfuse) (Cfg:0:0:0:1:0:0) (mount-id:test-bucket-224b6ad6)"
127.0.0.1 - - [07/Apr/2026:14:53:21 +0000] "GET /test-bucket/StreamingWritesFailureTestv54au%2Ffoo1 HTTP/1.1" 200 5242880 "-" "Go-http-client/1.1"
127.0.0.1 - - [07/Apr/2026:14:53:24 +0000] "GET /storage/v1/b/test-bucket/o/StreamingWritesFailureTesttz9e0?alt=json&prettyPrint=false&projection=full HTTP/1.1" 404 190 "-" "gcsfuse/0.0.0 (Go version go1.26.1) (GPN:gcsfuse) (Cfg:0:0:0:1:0:0) (mount-id:test-bucket-d8069ed5)"
127.0.0.1 - - [07/Apr/2026:14:53:24 +0000] "GET /storage/v1/b/test-bucket/o/StreamingWritesFailureTesttz9e0%2F?alt=json&prettyPrint=false&projection=full HTTP/1.1" 404 191 "-" "gcsfuse/0.0.0 (Go version go1.26.1) (GPN:gcsfuse) (Cfg:0:0:0:1:0:0) (mount-id:test-bucket-d8069ed5)"
127.0.0.1 - - [07/Apr/2026:14:53:24 +0000] "POST /upload/storage/v1/b/test-bucket/o?alt=json&ifGenerationMatch=0&name=StreamingWritesFailureTesttz9e0%2F&prettyPrint=false&projection=full&uploadType=multipart HTTP/1.1" 200 2208 "-" "gcsfuse/0.0.0 (Go version go1.26.1) (GPN:gcsfuse) (Cfg:0:0:0:1:0:0) (mount-id:test-bucket-d8069ed5)"
127.0.0.1 - - [07/Apr/2026:14:53:24 +0000] "GET /storage/v1/b/test-bucket/o?alt=json&delimiter=%2F&endOffset=&fields=nextPageToken%2Cprefixes%2Citems%28metadata%2CcontentEncoding%2Ccrc32c%2Cname%2Csize%2Cgeneration%2Cmetageneration%2Cupdated%29&includeFoldersAsPrefixes=false&includeTrailingDelimiter=true&matchGlob=&maxResults=5000&pageToken=&prefix=StreamingWritesFailureTesttz9e0%2F&prettyPrint=false&projection=noAcl&startOffset=&versions=false HTTP/1.1" 200 321 "-" "gcsfuse/0.0.0 (Go version go1.26.1) (GPN:gcsfuse) (Cfg:0:0:0:1:0:0) (mount-id:test-bucket-d8069ed5)"
127.0.0.1 - - [07/Apr/2026:14:53:24 +0000] "GET /storage/v1/b/test-bucket/o/StreamingWritesFailureTesttz9e0%2Ffoo1%2F?alt=json&prettyPrint=false&projection=full HTTP/1.1" 404 196 "-" "gcsfuse/0.0.0 (Go version go1.26.1) (GPN:gcsfuse) (Cfg:0:0:0:1:0:0) (mount-id:test-bucket-d8069ed5)"
127.0.0.1 - - [07/Apr/2026:14:53:24 +0000] "GET /storage/v1/b/test-bucket/o/StreamingWritesFailureTesttz9e0%2Ffoo1?alt=json&prettyPrint=false&projection=full HTTP/1.1" 404 195 "-" "gcsfuse/0.0.0 (Go version go1.26.1) (GPN:gcsfuse) (Cfg:0:0:0:1:0:0) (mount-id:test-bucket-d8069ed5)"
127.0.0.1 - - [07/Apr/2026:14:53:24 +0000] "GET /storage/v1/b/test-bucket/o/StreamingWritesFailureTesttz9e0%2Ffoo1?alt=json&prettyPrint=false&projection=full HTTP/1.1" 404 195 "-" "google-api-go-client/0.5"
127.0.0.1 - - [07/Apr/2026:14:53:24 +0000] "POST /upload/storage/v1/b/test-bucket/o?alt=json&ifGenerationMatch=0&name=StreamingWritesFailureTesttz9e0%2Ffoo1&prettyPrint=false&projection=full&uploadType=resumable HTTP/1.1" 200 0 "-" "gcsfuse/0.0.0 (Go version go1.26.1) (GPN:gcsfuse) (Cfg:0:0:0:1:0:0) (mount-id:test-bucket-d8069ed5)"
127.0.0.1 - - [07/Apr/2026:14:53:24 +0000] "POST /upload/storage/v1/b/test-bucket/o?uploadType=resumable&upload_id=a46d48496e87a9ce12645a6c4f44cba896629c275ebceba605f08093be0d245f HTTP/1.1" 200 0 "-" "gcsfuse/0.0.0 (Go version go1.26.1) (GPN:gcsfuse) (Cfg:0:0:0:1:0:0) (mount-id:test-bucket-d8069ed5)"
127.0.0.1 - - [07/Apr/2026:14:53:24 +0000] "POST /retry_test HTTP/1.1" 200 143 "-" "Go-http-client/1.1"
127.0.0.1 - - [07/Apr/2026:14:53:24 +0000] "POST /upload/storage/v1/b/test-bucket/o?uploadType=resumable&upload_id=a46d48496e87a9ce12645a6c4f44cba896629c275ebceba605f08093be0d245f HTTP/1.1" 412 84 "-" "gcsfuse/0.0.0 (Go version go1.26.1) (GPN:gcsfuse) (Cfg:0:0:0:1:0:0) (mount-id:test-bucket-d8069ed5)"
127.0.0.1 - - [07/Apr/2026:14:53:24 +0000] "GET /storage/v1/b/test-bucket/o/StreamingWritesFailureTesttz9e0%2Ffoo1?alt=json&prettyPrint=false&projection=full HTTP/1.1" 404 195 "-" "google-api-go-client/0.5"
127.0.0.1 - - [07/Apr/2026:14:53:24 +0000] "GET /storage/v1/b/test-bucket/o/StreamingWritesFailureTesttz9e0%2Ffoo1?alt=json&prettyPrint=false&projection=full HTTP/1.1" 404 195 "-" "gcsfuse/0.0.0 (Go version go1.26.1) (GPN:gcsfuse) (Cfg:0:0:0:1:0:0) (mount-id:test-bucket-d8069ed5)"
127.0.0.1 - - [07/Apr/2026:14:53:24 +0000] "POST /upload/storage/v1/b/test-bucket/o?alt=json&ifGenerationMatch=0&name=StreamingWritesFailureTesttz9e0%2Ffoo1&prettyPrint=false&projection=full&uploadType=resumable HTTP/1.1" 200 0 "-" "gcsfuse/0.0.0 (Go version go1.26.1) (GPN:gcsfuse) (Cfg:0:0:0:1:0:0) (mount-id:test-bucket-d8069ed5)"
127.0.0.1 - - [07/Apr/2026:14:53:24 +0000] "POST /upload/storage/v1/b/test-bucket/o?uploadType=resumable&upload_id=73eeab38dc726fc882175de518c96d891dd75f39e903ad82bf4dc3b7cbd6df91 HTTP/1.1" 200 0 "-" "gcsfuse/0.0.0 (Go version go1.26.1) (GPN:gcsfuse) (Cfg:0:0:0:1:0:0) (mount-id:test-bucket-d8069ed5)"
127.0.0.1 - - [07/Apr/2026:14:53:24 +0000] "POST /upload/storage/v1/b/test-bucket/o?uploadType=resumable&upload_id=73eeab38dc726fc882175de518c96d891dd75f39e903ad82bf4dc3b7cbd6df91 HTTP/1.1" 200 0 "-" "gcsfuse/0.0.0 (Go version go1.26.1) (GPN:gcsfuse) (Cfg:0:0:0:1:0:0) (mount-id:test-bucket-d8069ed5)"
127.0.0.1 - - [07/Apr/2026:14:53:24 +0000] "POST /upload/storage/v1/b/test-bucket/o?uploadType=resumable&upload_id=73eeab38dc726fc882175de518c96d891dd75f39e903ad82bf4dc3b7cbd6df91 HTTP/1.1" 200 0 "-" "gcsfuse/0.0.0 (Go version go1.26.1) (GPN:gcsfuse) (Cfg:0:0:0:1:0:0) (mount-id:test-bucket-d8069ed5)"
127.0.0.1 - - [07/Apr/2026:14:53:24 +0000] "POST /upload/storage/v1/b/test-bucket/o?uploadType=resumable&upload_id=73eeab38dc726fc882175de518c96d891dd75f39e903ad82bf4dc3b7cbd6df91 HTTP/1.1" 200 0 "-" "gcsfuse/0.0.0 (Go version go1.26.1) (GPN:gcsfuse) (Cfg:0:0:0:1:0:0) (mount-id:test-bucket-d8069ed5)"
127.0.0.1 - - [07/Apr/2026:14:53:24 +0000] "POST /upload/storage/v1/b/test-bucket/o?uploadType=resumable&upload_id=73eeab38dc726fc882175de518c96d891dd75f39e903ad82bf4dc3b7cbd6df91 HTTP/1.1" 200 0 "-" "gcsfuse/0.0.0 (Go version go1.26.1) (GPN:gcsfuse) (Cfg:0:0:0:1:0:0) (mount-id:test-bucket-d8069ed5)"
127.0.0.1 - - [07/Apr/2026:14:53:24 +0000] "POST /upload/storage/v1/b/test-bucket/o?uploadType=resumable&upload_id=73eeab38dc726fc882175de518c96d891dd75f39e903ad82bf4dc3b7cbd6df91 HTTP/1.1" 200 2388 "-" "gcsfuse/0.0.0 (Go version go1.26.1) (GPN:gcsfuse) (Cfg:0:0:0:1:0:0) (mount-id:test-bucket-d8069ed5)"
127.0.0.1 - - [07/Apr/2026:14:53:24 +0000] "GET /test-bucket/StreamingWritesFailureTesttz9e0%2Ffoo1 HTTP/1.1" 200 5242880 "-" "Go-http-client/1.1"
127.0.0.1 - - [07/Apr/2026:14:53:28 +0000] "GET /storage/v1/b/test-bucket/o/TestWriteStallCausesDelay%2F?alt=json&prettyPrint=false&projection=full HTTP/1.1" 404 185 "-" "gcsfuse/0.0.0 (Go version go1.26.1) (GPN:gcsfuse) (Cfg:0:0:0:1:0:0) (mount-id:test-bucket-8c07bb32)"
127.0.0.1 - - [07/Apr/2026:14:53:28 +0000] "GET /storage/v1/b/test-bucket/o/TestWriteStallCausesDelay?alt=json&prettyPrint=false&projection=full HTTP/1.1" 404 184 "-" "gcsfuse/0.0.0 (Go version go1.26.1) (GPN:gcsfuse) (Cfg:0:0:0:1:0:0) (mount-id:test-bucket-8c07bb32)"
127.0.0.1 - - [07/Apr/2026:14:53:28 +0000] "POST /upload/storage/v1/b/test-bucket/o?alt=json&ifGenerationMatch=0&name=TestWriteStallCausesDelay%2F&prettyPrint=false&projection=full&uploadType=multipart HTTP/1.1" 200 2172 "-" "gcsfuse/0.0.0 (Go version go1.26.1) (GPN:gcsfuse) (Cfg:0:0:0:1:0:0) (mount-id:test-bucket-8c07bb32)"
127.0.0.1 - - [07/Apr/2026:14:53:28 +0000] "GET /storage/v1/b/test-bucket/o?alt=json&delimiter=%2F&endOffset=&fields=nextPageToken%2Cprefixes%2Citems%28updated%2Cmetadata%2CcontentEncoding%2Ccrc32c%2Cname%2Csize%2Cgeneration%2Cmetageneration%29&includeFoldersAsPrefixes=false&includeTrailingDelimiter=true&matchGlob=&maxResults=5000&pageToken=&prefix=TestWriteStallCausesDelay%2F&prettyPrint=false&projection=noAcl&startOffset=&versions=false HTTP/1.1" 200 315 "-" "gcsfuse/0.0.0 (Go version go1.26.1) (GPN:gcsfuse) (Cfg:0:0:0:1:0:0) (mount-id:test-bucket-8c07bb32)"
127.0.0.1 - - [07/Apr/2026:14:53:28 +0000] "GET /storage/v1/b/test-bucket/o/TestWriteStallCausesDelay%2Ffile.txt%2F?alt=json&prettyPrint=false&projection=full HTTP/1.1" 404 194 "-" "gcsfuse/0.0.0 (Go version go1.26.1) (GPN:gcsfuse) (Cfg:0:0:0:1:0:0) (mount-id:test-bucket-8c07bb32)"
127.0.0.1 - - [07/Apr/2026:14:53:28 +0000] "GET /storage/v1/b/test-bucket/o/TestWriteStallCausesDelay%2Ffile.txt?alt=json&prettyPrint=false&projection=full HTTP/1.1" 404 193 "-" "gcsfuse/0.0.0 (Go version go1.26.1) (GPN:gcsfuse) (Cfg:0:0:0:1:0:0) (mount-id:test-bucket-8c07bb32)"
127.0.0.1 - - [07/Apr/2026:14:53:29 +0000] "POST /upload/storage/v1/b/test-bucket/o?alt=json&ifGenerationMatch=0&name=TestWriteStallCausesDelay%2Ffile.txt&prettyPrint=false&projection=full&uploadType=resumable HTTP/1.1" 200 0 "-" "gcsfuse/0.0.0 (Go version go1.26.1) (GPN:gcsfuse) (Cfg:0:0:0:1:0:0) (mount-id:test-bucket-8c07bb32)"
127.0.0.1 - - [07/Apr/2026:14:53:29 +0000] "POST /retry_test HTTP/1.1" 200 159 "-" "Go-http-client/1.1"
127.0.0.1 - - [07/Apr/2026:14:54:09 +0000] "POST /upload/storage/v1/b/test-bucket/o?uploadType=resumable&upload_id=ad85d2cf75dd7600d543ad884884dcd052fcba5fa6cb5048bc58c55fe7a40a31 HTTP/1.1" 200 0 "-" "gcsfuse/0.0.0 (Go version go1.26.1) (GPN:gcsfuse) (Cfg:0:0:0:1:0:0) (mount-id:test-bucket-8c07bb32)"
127.0.0.1 - - [07/Apr/2026:14:54:09 +0000] "POST /upload/storage/v1/b/test-bucket/o?uploadType=resumable&upload_id=ad85d2cf75dd7600d543ad884884dcd052fcba5fa6cb5048bc58c55fe7a40a31 HTTP/1.1" 200 2445 "-" "gcsfuse/0.0.0 (Go version go1.26.1) (GPN:gcsfuse) (Cfg:0:0:0:1:0:0) (mount-id:test-bucket-8c07bb32)"
127.0.0.1 - - [07/Apr/2026:14:54:12 +0000] "GET /storage/v1/b/test-bucket/o/SingleStall5fo?alt=json&prettyPrint=false&projection=full HTTP/1.1" 404 173 "-" "gcsfuse/0.0.0 (Go version go1.26.1) (GPN:gcsfuse) (Cfg:0:0:0:1:0:0) (mount-id:test-bucket-97ede94f)"
127.0.0.1 - - [07/Apr/2026:14:54:12 +0000] "GET /storage/v1/b/test-bucket/o/SingleStall5fo%2F?alt=json&prettyPrint=false&projection=full HTTP/1.1" 404 174 "-" "gcsfuse/0.0.0 (Go version go1.26.1) (GPN:gcsfuse) (Cfg:0:0:0:1:0:0) (mount-id:test-bucket-97ede94f)"
127.0.0.1 - - [07/Apr/2026:14:54:12 +0000] "POST /upload/storage/v1/b/test-bucket/o?alt=json&ifGenerationMatch=0&name=SingleStall5fo%2F&prettyPrint=false&projection=full&uploadType=multipart HTTP/1.1" 200 2106 "-" "gcsfuse/0.0.0 (Go version go1.26.1) (GPN:gcsfuse) (Cfg:0:0:0:1:0:0) (mount-id:test-bucket-97ede94f)"
127.0.0.1 - - [07/Apr/2026:14:54:12 +0000] "GET /storage/v1/b/test-bucket/o?alt=json&delimiter=%2F&endOffset=&fields=nextPageToken%2Cprefixes%2Citems%28metadata%2CcontentEncoding%2Ccrc32c%2Cname%2Csize%2Cgeneration%2Cmetageneration%2Cupdated%29&includeFoldersAsPrefixes=false&includeTrailingDelimiter=true&matchGlob=&maxResults=5000&pageToken=&prefix=SingleStall5fo%2F&prettyPrint=false&projection=noAcl&startOffset=&versions=false HTTP/1.1" 200 304 "-" "gcsfuse/0.0.0 (Go version go1.26.1) (GPN:gcsfuse) (Cfg:0:0:0:1:0:0) (mount-id:test-bucket-97ede94f)"
127.0.0.1 - - [07/Apr/2026:14:54:12 +0000] "GET /storage/v1/b/test-bucket/o/SingleStall5fo%2Ffile.txt%2F?alt=json&prettyPrint=false&projection=full HTTP/1.1" 404 183 "-" "gcsfuse/0.0.0 (Go version go1.26.1) (GPN:gcsfuse) (Cfg:0:0:0:1:0:0) (mount-id:test-bucket-97ede94f)"
127.0.0.1 - - [07/Apr/2026:14:54:12 +0000] "GET /storage/v1/b/test-bucket/o/SingleStall5fo%2Ffile.txt?alt=json&prettyPrint=false&projection=full HTTP/1.1" 404 182 "-" "gcsfuse/0.0.0 (Go version go1.26.1) (GPN:gcsfuse) (Cfg:0:0:0:1:0:0) (mount-id:test-bucket-97ede94f)"
127.0.0.1 - - [07/Apr/2026:14:54:12 +0000] "POST /upload/storage/v1/b/test-bucket/o?alt=json&ifGenerationMatch=0&name=SingleStall5fo%2Ffile.txt&prettyPrint=false&projection=full&uploadType=resumable HTTP/1.1" 200 0 "-" "gcsfuse/0.0.0 (Go version go1.26.1) (GPN:gcsfuse) (Cfg:0:0:0:1:0:0) (mount-id:test-bucket-97ede94f)"
127.0.0.1 - - [07/Apr/2026:14:54:12 +0000] "POST /retry_test HTTP/1.1" 200 159 "-" "Go-http-client/1.1"
127.0.0.1 - - [07/Apr/2026:14:54:23 +0000] "POST /upload/storage/v1/b/test-bucket/o?uploadType=resumable&upload_id=163de0489d63014bced4039222d09d8e42b55954df51a9a3f22e4eb6da918046 HTTP/1.1" 200 0 "-" "gcsfuse/0.0.0 (Go version go1.26.1) (GPN:gcsfuse) (Cfg:0:0:0:1:0:0) (mount-id:test-bucket-97ede94f)"
127.0.0.1 - - [07/Apr/2026:14:54:23 +0000] "POST /upload/storage/v1/b/test-bucket/o?uploadType=resumable&upload_id=163de0489d63014bced4039222d09d8e42b55954df51a9a3f22e4eb6da918046 HTTP/1.1" 200 2379 "-" "gcsfuse/0.0.0 (Go version go1.26.1) (GPN:gcsfuse) (Cfg:0:0:0:1:0:0) (mount-id:test-bucket-97ede94f)"
127.0.0.1 - - [07/Apr/2026:14:54:26 +0000] "GET /storage/v1/b/test-bucket/o/MultipleStallsy5c%2F?alt=json&prettyPrint=false&projection=full HTTP/1.1" 404 177 "-" "gcsfuse/0.0.0 (Go version go1.26.1) (GPN:gcsfuse) (Cfg:0:0:0:1:0:0) (mount-id:test-bucket-90f3ff28)"
127.0.0.1 - - [07/Apr/2026:14:54:26 +0000] "GET /storage/v1/b/test-bucket/o/MultipleStallsy5c?alt=json&prettyPrint=false&projection=full HTTP/1.1" 404 176 "-" "gcsfuse/0.0.0 (Go version go1.26.1) (GPN:gcsfuse) (Cfg:0:0:0:1:0:0) (mount-id:test-bucket-90f3ff28)"
127.0.0.1 - - [07/Apr/2026:14:54:26 +0000] "POST /upload/storage/v1/b/test-bucket/o?alt=json&ifGenerationMatch=0&name=MultipleStallsy5c%2F&prettyPrint=false&projection=full&uploadType=multipart HTTP/1.1" 200 2124 "-" "gcsfuse/0.0.0 (Go version go1.26.1) (GPN:gcsfuse) (Cfg:0:0:0:1:0:0) (mount-id:test-bucket-90f3ff28)"
127.0.0.1 - - [07/Apr/2026:14:54:26 +0000] "GET /storage/v1/b/test-bucket/o?alt=json&delimiter=%2F&endOffset=&fields=nextPageToken%2Cprefixes%2Citems%28contentEncoding%2Ccrc32c%2Cname%2Csize%2Cgeneration%2Cmetageneration%2Cupdated%2Cmetadata%29&includeFoldersAsPrefixes=false&includeTrailingDelimiter=true&matchGlob=&maxResults=5000&pageToken=&prefix=MultipleStallsy5c%2F&prettyPrint=false&projection=noAcl&startOffset=&versions=false HTTP/1.1" 200 307 "-" "gcsfuse/0.0.0 (Go version go1.26.1) (GPN:gcsfuse) (Cfg:0:0:0:1:0:0) (mount-id:test-bucket-90f3ff28)"
127.0.0.1 - - [07/Apr/2026:14:54:26 +0000] "GET /storage/v1/b/test-bucket/o/MultipleStallsy5c%2Ffile.txt%2F?alt=json&prettyPrint=false&projection=full HTTP/1.1" 404 186 "-" "gcsfuse/0.0.0 (Go version go1.26.1) (GPN:gcsfuse) (Cfg:0:0:0:1:0:0) (mount-id:test-bucket-90f3ff28)"
127.0.0.1 - - [07/Apr/2026:14:54:26 +0000] "GET /storage/v1/b/test-bucket/o/MultipleStallsy5c%2Ffile.txt?alt=json&prettyPrint=false&projection=full HTTP/1.1" 404 185 "-" "gcsfuse/0.0.0 (Go version go1.26.1) (GPN:gcsfuse) (Cfg:0:0:0:1:0:0) (mount-id:test-bucket-90f3ff28)"
127.0.0.1 - - [07/Apr/2026:14:54:27 +0000] "POST /upload/storage/v1/b/test-bucket/o?alt=json&ifGenerationMatch=0&name=MultipleStallsy5c%2Ffile.txt&prettyPrint=false&projection=full&uploadType=resumable HTTP/1.1" 200 0 "-" "gcsfuse/0.0.0 (Go version go1.26.1) (GPN:gcsfuse) (Cfg:0:0:0:1:0:0) (mount-id:test-bucket-90f3ff28)"
127.0.0.1 - - [07/Apr/2026:14:54:27 +0000] "POST /retry_test HTTP/1.1" 200 159 "-" "Go-http-client/1.1"
127.0.0.1 - - [07/Apr/2026:14:54:37 +0000] "POST /retry_test HTTP/1.1" 200 159 "-" "Go-http-client/1.1"
127.0.0.1 - - [07/Apr/2026:14:54:47 +0000] "POST /upload/storage/v1/b/test-bucket/o?uploadType=resumable&upload_id=83f6c51994f3338fae42632bfb4ba06c636bab65abdc01d3b108755e45c4dae7 HTTP/1.1" 200 0 "-" "gcsfuse/0.0.0 (Go version go1.26.1) (GPN:gcsfuse) (Cfg:0:0:0:1:0:0) (mount-id:test-bucket-90f3ff28)"
127.0.0.1 - - [07/Apr/2026:14:54:47 +0000] "POST /upload/storage/v1/b/test-bucket/o?uploadType=resumable&upload_id=83f6c51994f3338fae42632bfb4ba06c636bab65abdc01d3b108755e45c4dae7 HTTP/1.1" 200 2397 "-" "gcsfuse/0.0.0 (Go version go1.26.1) (GPN:gcsfuse) (Cfg:0:0:0:1:0:0) (mount-id:test-bucket-90f3ff28)"
127.0.0.1 - - [07/Apr/2026:14:54:50 +0000] "GET /storage/v1/b/test-bucket/o/SingleStallqp8?alt=json&prettyPrint=false&projection=full HTTP/1.1" 404 173 "-" "gcsfuse/0.0.0 (Go version go1.26.1) (GPN:gcsfuse) (Cfg:0:0:0:1:0:0) (mount-id:test-bucket-6728c5e8)"
127.0.0.1 - - [07/Apr/2026:14:54:50 +0000] "GET /storage/v1/b/test-bucket/o/SingleStallqp8%2F?alt=json&prettyPrint=false&projection=full HTTP/1.1" 404 174 "-" "gcsfuse/0.0.0 (Go version go1.26.1) (GPN:gcsfuse) (Cfg:0:0:0:1:0:0) (mount-id:test-bucket-6728c5e8)"
127.0.0.1 - - [07/Apr/2026:14:54:50 +0000] "POST /upload/storage/v1/b/test-bucket/o?alt=json&ifGenerationMatch=0&name=SingleStallqp8%2F&prettyPrint=false&projection=full&uploadType=multipart HTTP/1.1" 200 2106 "-" "gcsfuse/0.0.0 (Go version go1.26.1) (GPN:gcsfuse) (Cfg:0:0:0:1:0:0) (mount-id:test-bucket-6728c5e8)"
